No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringa Lereng,Kelas Banjir,Kapanewon/Kemantren
196,Badan Air,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Banguntapan
197,Badan Air,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Banguntapan
198,Badan Air,"2,27 - 3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Banguntapan
199,Badan Air,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
200,Badan Air,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Banguntapan
201,Badan Air,"2,27 - 3,10 km/km2",Gleisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Banguntapan
202,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
203,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Temon
204,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Temon
205,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Temon
206,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Kretek
207,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Kretek
208,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Kretek
209,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Tinggi,Kretek
210,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Wates
211,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Wates
212,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Wates
213,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Kretek
214,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kretek
215,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kretek
216,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kretek
217,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
218,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Wates
219,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
220,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kretek
221,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kretek
222,Badan Air,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
223,Badan Air,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Pengasih
224,Badan Air,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Pengasih
225,Badan Air,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Pengasih
226,Badan Air,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Pengasih
227,Badan Air,"2,27 - 3,10 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Gedangsari
228,Badan Air,"2,27 - 3,10 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Gedangsari
229,Badan Air,"2,27 - 3,10 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Gedangsari
230,Badan Air,"2,27 - 3,10 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Tinggi,Gedangsari
231,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kalibawang
232,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kalibawang
233,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kalibawang
234,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Kalibawang
235,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Kalibawang
236,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pajangan
237,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Pajangan
238,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Pajangan
239,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Pajangan
240,Badan Air,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Sentolo
241,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kalibawang
242,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kalibawang
243,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
244,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
245,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
246,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pajangan
247,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Pajangan
248,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Pajangan
249,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Pajangan
250,Badan Air,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Sedayu
251,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kalibawang
252,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kalibawang
253,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
254,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Samigaluh
255,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
256,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Lendah
257,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Patuk
258,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Patuk
259,Badan Air,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Sedayu
260,Badan Air,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
261,Badan Air,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Lendah
262,Badan Air,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Lendah
263,Badan Air,">3,10 km/km2",Gleisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Mlati
264,Badan Air,">3,10 km/km2",Gleisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Mlati
265,Badan Air,">3,10 km/km2",Gleisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Sewon
266,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Cangkringan
267,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Cangkringan
268,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Cangkringan
269,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Cangkringan
270,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Cangkringan
271,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Banguntapan
272,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Banguntapan
273,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Berbah
274,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Berbah
275,Badan Air,">3,10 km/km2",Gleisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Imogiri
276,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Turi
277,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Cangkringan
278,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Cangkringan
279,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Cangkringan
280,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Cangkringan
281,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Banguntapan
282,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Berbah
283,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Berbah
284,Badan Air,">3,10 km/km2",Gleisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Berbah
285,Badan Air,">3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Ngaglik
286,Badan Air,">3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Cangkringan
287,Badan Air,">3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Cangkringan
288,Badan Air,">3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Cangkringan
289,Badan Air,">3,10 km/km2",Gleisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Cangkringan
290,Badan Air,">3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Pakem
291,Badan Air,">3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Pakem
292,Badan Air,">3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Pakem
293,Badan Air,">3,10 km/km2",Gleisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Pakem
294,Badan Air,">3,10 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Berbah
295,Badan Air,">3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Kretek
296,Badan Air,">3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Kretek
297,Badan Air,">3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Kretek
298,Badan Air,">3,10 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kretek
299,Badan Air,">3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Kretek
300,Badan Air,">3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Kretek
301,Badan Air,">3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Kretek
302,Badan Air,">3,10 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kretek
303,Badan Air,">3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Lendah
304,Badan Air,">3,10 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Lendah
305,Badan Air,">3,10 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Srandakan
306,Badan Air,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Nanggulan
307,Badan Air,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Nanggulan
308,Badan Air,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Nanggulan
309,Badan Air,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Pengasih
310,Badan Air,">3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
311,Hutan Lahan Kering,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Girisubo
312,Hutan Lahan Kering,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Girisubo
313,Hutan Lahan Kering,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Girisubo
314,Hutan Lahan Kering,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Girisubo
315,Hutan Lahan Kering,"<0,62 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Girisubo
316,Hutan Lahan Kering,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Girisubo
317,Hutan Lahan Kering,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Girisubo
318,Hutan Lahan Kering,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Girisubo
319,Hutan Lahan Kering,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Girisubo
320,Hutan Lahan Kering,"<0,62 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Girisubo
321,Hutan Lahan Kering,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Girisubo
322,Hutan Lahan Kering,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Girisubo
323,Hutan Lahan Kering,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Girisubo
324,Hutan Lahan Kering,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Girisubo
325,Hutan Lahan Kering,"<0,62 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Girisubo
326,Hutan Lahan Kering,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Girisubo
327,Hutan Lahan Kering,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Girisubo
328,Hutan Lahan Kering,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Girisubo
329,Hutan Lahan Kering,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Girisubo
330,Hutan Lahan Kering,"<0,62 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Girisubo
331,Hutan Lahan Kering,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Girisubo
332,Hutan Lahan Kering,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Girisubo
333,Hutan Lahan Kering,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Girisubo
334,Hutan Lahan Kering,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Girisubo
335,Hutan Lahan Kering,"<0,62 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Girisubo
336,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
337,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
338,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
339,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
340,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Lendah
341,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Lendah
342,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Sentolo
343,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
344,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Temon
345,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
346,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Temon
347,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Temon
348,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Temon
349,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Temon
350,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Temon
351,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Temon
352,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
353,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
354,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
355,Hutan Lahan Kering,"<0,62 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
356,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
357,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
358,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Kokap
359,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Kokap
360,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
361,Hutan Lahan Kering,"<0,62 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
