No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringa Lereng,Kelas Banjir,Kapanewon/Kemantren
1922,Permukiman,"0,62 - 1.44 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Prambanan
1923,Permukiman,"0,62 - 1.44 km/km2",Gleisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Prambanan
1924,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Temon
1925,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
1926,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
1927,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
1928,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
1929,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
1930,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
1931,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Kretek
1932,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Kretek
1933,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
1934,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
1935,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kokap
1936,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Kokap
1937,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Kokap
1938,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Galur
1939,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Galur
1940,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Galur
1941,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
1942,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
1943,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kokap
1944,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Kokap
1945,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Kokap
1946,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Galur
1947,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Galur
1948,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
1949,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
1950,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Kokap
1951,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Kokap
1952,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Kokap
1953,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
1954,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
1955,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
1956,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
1957,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Lendah
1958,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Lendah
1959,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Kokap
1960,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Kokap
1961,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kokap
1962,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kokap
1963,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Galur
1964,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Galur
1965,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Galur
1966,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Galur
1967,Permukiman,"0,62 - 1.44 km/km2",Fluvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Lendah
1968,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
1969,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
1970,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
1971,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
1972,Permukiman,"0,62 - 1.44 km/km2",Nitosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
1973,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Kokap
1974,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
1975,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
1976,Permukiman,"0,62 - 1.44 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
1977,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
1978,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
1979,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Girimulyo
1980,Permukiman,"0,62 - 1.44 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Tinggi,Girimulyo
1981,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Girimulyo
1982,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
1983,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
1984,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
1985,Permukiman,"0,62 - 1.44 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
1986,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
1987,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
1988,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
1989,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
1990,Permukiman,"0,62 - 1.44 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
1991,Permukiman,"0,62 - 1.44 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Karangmojo
1992,Permukiman,"0,62 - 1.44 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Karangmojo
1993,Permukiman,"0,62 - 1.44 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
1994,Permukiman,"0,62 - 1.44 km/km2",Vertisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
1995,Permukiman,"0,62 - 1.44 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Karangmojo
1996,Permukiman,"0,62 - 1.44 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Karangmojo
1997,Permukiman,"0,62 - 1.44 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Tinggi,Karangmojo
1998,Permukiman,"0,62 - 1.44 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Tinggi,Ponjong
1999,Permukiman,"0,62 - 1.44 km/km2",Vertisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Tinggi,Wonosari
2000,Permukiman,"0,62 - 1.44 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Karangmojo
2001,Permukiman,"0,62 - 1.44 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Karangmojo
2002,Permukiman,"0,62 - 1.44 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
2003,Permukiman,"0,62 - 1.44 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
2004,Permukiman,"0,62 - 1.44 km/km2",Vertisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Wonosari
2005,Permukiman,"0,62 - 1.44 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Karangmojo
2006,Permukiman,"0,62 - 1.44 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Karangmojo
2007,Permukiman,"0,62 - 1.44 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
2008,Permukiman,"0,62 - 1.44 km/km2",Vertisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
2009,Permukiman,"0,62 - 1.44 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Karangmojo
2010,Permukiman,"0,62 - 1.44 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Karangmojo
2011,Permukiman,"0,62 - 1.44 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Karangmojo
2012,Permukiman,"0,62 - 1.44 km/km2",Vertisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Ponjong
2013,Permukiman,"1,44 - 2,27 km/km2",Luvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
2014,Permukiman,"1,44 - 2,27 km/km2",Luvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gedangsari
2015,Permukiman,"1,44 - 2,27 km/km2",Luvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gedangsari
2016,Permukiman,"1,44 - 2,27 km/km2",Luvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gedangsari
2017,Permukiman,"1,44 - 2,27 km/km2",Luvisol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Gedangsari
2018,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Tempel
2019,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Tempel
2020,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Tempel
2021,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Gedangsari
2022,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Tinggi,Gedangsari
2023,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
2024,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
2025,Permukiman,"1,44 - 2,27 km/km2",Luvisol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
2026,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Tempel
2027,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Tempel
2028,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Tempel
2029,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
2030,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
2031,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
2032,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
2033,Permukiman,"1,44 - 2,27 km/km2",Luvisol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
2034,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Tempel
2035,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Tempel
2036,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Tempel
2037,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
2038,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
2039,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
2040,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
2041,Permukiman,"1,44 - 2,27 km/km2",Luvisol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
2042,Permukiman,"1,44 - 2,27 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gedangsari
2043,Permukiman,"1,44 - 2,27 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gedangsari
2044,Permukiman,"1,44 - 2,27 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gedangsari
2045,Permukiman,"1,44 - 2,27 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gedangsari
2046,Permukiman,"1,44 - 2,27 km/km2",Luvisol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Gedangsari
2047,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
2048,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
2049,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
2050,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
2051,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Girimulyo
2052,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Dlingo
2053,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Dlingo
2054,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Dlingo
2055,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Dlingo
2056,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Rendah,Dlingo
2057,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Sentolo
2058,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Sentolo
2059,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Sentolo
2060,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Tinggi,Kalibawang
2061,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Dlingo
2062,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
2063,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
2064,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
2065,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
2066,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Sentolo
2067,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Samigaluh
2068,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Samigaluh
2069,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Samigaluh
2070,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
2071,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
2072,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
2073,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
2074,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Dlingo
2075,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),>40% (Sangat Curam),Sedang,Dlingo
2076,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Samigaluh
2077,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
2078,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
2079,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
2080,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kalibawang
2081,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Dlingo
2082,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Dlingo
2083,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Dlingo
